pendaftarID,dateID,jalurID,departemenID,statusID,nilaiRapor,nilaiPortofolio,nilaiPrestasi,nilaiTKA,nilaiSAT,nilaiCambridge
1440,8217,3,32,9,79,0,67,874,0,0
1441,8241,3,23,9,83,0,65,919,0,0
1442,8240,3,28,9,80,0,70,665,0,0
1443,8209,3,24,15,81,0,75,623,0,0
1444,8243,3,30,9,82,0,77,687,0,0
1445,8215,3,25,15,82,0,73,528,0,0
1446,8211,3,21,9,83,0,67,479,0,0
1447,8216,3,2,9,79,64,67,496,0,0
1448,8203,3,18,9,80,0,71,660,0,0
1449,8218,3,24,15,85,0,70,398,0,0
1450,8211,3,32,15,84,60,74,721,0,0
1451,8192,3,18,15,87,0,67,427,0,0
1452,8231,3,14,9,80,0,67,963,0,0
1453,8190,3,9,9,80,0,80,803,0,0
1454,8231,3,24,9,84,0,74,661,0,0
1455,8203,3,24,15,83,0,65,471,0,0
1456,8218,3,21,9,80,0,72,632,0,0
1457,8191,3,6,9,80,0,80,511,0,0
1458,8188,3,16,9,80,0,74,716,0,0
1459,8223,3,20,9,83,0,69,357,0,0
1460,8240,3,16,9,81,0,73,853,0,0
1461,8240,3,16,9,85,0,78,500,0,0
1462,8240,3,4,9,82,63,69,767,0,0
1463,8228,3,14,9,80,0,75,665,0,0
1464,8207,3,17,15,80,47,74,587,0,0
1465,8206,3,9,9,79,96,67,964,0,0
1466,8225,3,9,9,83,0,66,816,0,0
1467,8196,3,7,9,86,68,77,699,0,0
1468,8221,3,9,9,79,0,80,325,0,0
1469,8236,3,14,9,81,0,80,422,0,0
1470,8216,3,9,9,81,0,79,524,0,0
1471,8234,3,13,9,81,0,69,414,0,0
1472,8230,3,11,9,76,0,73,647,0,0
1473,8236,3,9,9,85,0,66,440,0,0
1474,8238,3,29,9,85,87,68,794,0,0
1475,8208,3,8,9,80,0,77,695,0,0
1476,8236,3,30,15,80,0,71,547,0,0
1477,8232,3,17,9,80,50,79,836,0,0
1478,8198,3,30,15,79,79,65,554,0,0
1479,8225,3,15,9,86,0,74,500,0,0
1480,8199,3,6,9,84,0,73,662,0,0
1481,8242,3,16,9,79,48,78,897,0,0
1482,8205,3,16,9,83,47,80,631,0,0
1483,8201,3,21,9,82,0,77,604,0,0
1484,8212,3,28,9,87,0,77,836,0,0
1485,8232,3,4,9,80,67,74,970,0,0
1486,8231,3,4,9,78,0,65,890,0,0
1487,8208,3,12,9,81,0,74,789,0,0
1488,8189,3,11,9,80,0,76,544,0,0
1489,8219,3,5,9,85,0,77,615,0,0
1490,8247,3,18,9,84,0,74,683,0,0
1491,8216,3,14,9,86,0,73,897,0,0
1492,8192,3,11,9,86,0,66,787,0,0
1493,8197,3,22,9,83,62,75,602,0,0
1494,8236,3,28,9,81,0,70,617,0,0
1495,8230,3,33,9,83,0,71,907,0,0
1496,8221,3,33,15,80,69,73,797,0,0
1497,8223,3,23,15,80,0,78,510,0,0
1498,8209,3,31,9,78,57,77,782,0,0
1499,8237,3,1,9,82,0,71,959,0,0
1500,8205,3,2,9,86,0,75,422,0,0
1501,8231,3,5,9,84,46,80,518,0,0
1502,8193,3,3,9,80,0,71,882,0,0
1503,8227,3,27,9,83,94,77,701,0,0
1504,8211,3,24,9,87,0,76,967,0,0
1505,8239,3,23,15,82,84,76,606,0,0
1506,8201,3,20,9,80,0,66,869,0,0
1507,8228,3,25,15,85,0,77,435,0,0
1508,8191,3,13,9,77,0,77,743,0,0
1509,8238,3,11,9,80,69,78,449,0,0
1510,8233,3,19,9,81,0,71,577,0,0
1511,8228,3,1,9,82,98,72,469,0,0
1512,8220,3,5,9,85,0,76,683,0,0
1513,8241,3,4,9,82,0,72,763,0,0
1514,8196,3,5,9,84,0,77,716,0,0
1515,8231,3,17,15,82,0,77,511,0,0
1516,8217,3,23,15,78,0,77,626,0,0
1517,8208,3,19,9,85,0,73,843,0,0
1518,8194,3,19,15,78,0,76,460,0,0
1519,8222,3,16,9,83,0,74,574,0,0
1520,8195,3,21,9,83,0,75,748,0,0
1521,8222,3,30,15,77,81,69,633,0,0
1522,8236,3,25,15,80,0,76,629,0,0
1523,8215,3,27,15,80,66,70,624,0,0
1524,8222,3,25,15,78,0,66,678,0,0
1525,8219,3,31,15,82,72,70,380,0,0
1526,8188,3,26,9,80,54,70,714,0,0
1527,8191,3,3,9,79,0,79,545,0,0
1528,8209,3,19,15,79,0,66,445,0,0
1529,8196,3,33,15,80,0,77,466,0,0
1530,8240,3,18,9,80,0,71,519,0,0
1531,8232,3,1,9,80,94,67,704,0,0
1532,8201,3,20,9,83,0,71,646,0,0
1533,8190,3,15,9,83,0,73,709,0,0
1534,8245,3,17,15,79,0,78,488,0,0
1535,8226,3,20,9,79,79,74,626,0,0
1536,8209,3,26,15,81,60,68,477,0,0
1537,8201,3,1,9,85,0,72,875,0,0
1538,8222,3,1,9,80,0,76,575,0,0
1539,8201,3,19,9,88,0,67,645,0,0
1540,8205,3,5,9,82,0,77,763,0,0
1541,8237,3,17,9,82,0,73,949,0,0
1542,8230,3,11,9,85,0,73,465,0,0
1543,8241,3,30,15,81,0,67,565,0,0
1544,8207,3,7,9,83,0,79,572,0,0
1545,8239,3,24,15,84,0,66,442,0,0
1546,8207,3,13,9,85,0,71,676,0,0
1547,8210,3,19,9,79,0,77,847,0,0
1548,8189,3,14,9,83,0,78,783,0,0
1549,8195,3,25,15,80,0,71,636,0,0
1550,8202,3,20,9,83,56,75,840,0,0
1551,8240,3,27,15,83,61,73,609,0,0
1552,8204,3,27,15,84,51,73,579,0,0
1553,8233,3,14,9,86,0,65,672,0,0
1554,8243,3,28,15,84,0,73,334,0,0
1555,8219,3,2,9,77,0,79,582,0,0
1556,8226,3,32,15,83,0,66,685,0,0
1557,8189,3,20,9,82,50,69,504,0,0
1558,8212,3,19,15,83,0,67,531,0,0
1559,8209,3,18,9,81,0,79,783,0,0
1560,8225,3,8,9,84,0,80,676,0,0
1561,8245,3,18,9,84,0,80,604,0,0
1562,8218,3,5,9,76,0,72,445,0,0
1563,8200,3,3,9,83,55,77,498,0,0
1564,8233,3,20,9,83,0,79,615,0,0
1565,8223,3,1,9,84,0,66,781,0,0
1566,8225,3,5,9,78,62,80,774,0,0
1567,8240,3,7,9,82,0,67,633,0,0
1568,8194,3,26,15,83,0,66,501,0,0
1569,8243,3,22,9,79,78,79,517,0,0
1570,8197,3,32,15,80,0,72,744,0,0
1571,8223,3,33,15,80,0,77,673,0,0
1572,8211,3,15,15,85,67,65,463,0,0
1573,8229,3,18,9,81,0,76,597,0,0
1574,8234,3,31,15,84,66,67,341,0,0
1575,8237,3,25,15,81,0,71,591,0,0
1576,8245,3,33,15,78,0,73,634,0,0
1577,8189,3,13,9,82,73,74,527,0,0
1578,8219,3,32,9,84,0,77,807,0,0
1579,8219,3,16,9,80,82,76,591,0,0
1580,8242,3,25,15,87,0,67,657,0,0
1581,8221,3,20,9,85,86,74,335,0,0
1582,8195,3,5,9,86,0,80,443,0,0
1583,8190,3,13,9,80,0,77,658,0,0
1584,8234,3,8,9,80,0,74,507,0,0
1585,8237,3,27,15,81,55,74,540,0,0
1586,8247,3,19,9,84,94,66,689,0,0
1587,8236,3,30,9,83,95,74,791,0,0
1588,8225,3,26,9,85,0,76,805,0,0
1589,8188,3,21,9,83,0,70,563,0,0
1590,8217,3,17,9,82,0,77,650,0,0
1591,8232,3,17,9,82,0,66,706,0,0
1592,8234,3,23,9,85,0,65,774,0,0
1593,8226,3,18,15,87,0,71,436,0,0
1594,8208,3,23,15,83,73,71,851,0,0
1595,8215,3,18,9,84,0,70,622,0,0
1596,8201,3,10,9,77,93,68,809,0,0
1597,8242,3,2,9,79,0,66,865,0,0
1598,8207,3,30,9,82,0,73,625,0,0
1599,8195,3,19,9,81,97,65,732,0,0
1600,8201,3,25,15,81,0,75,512,0,0
1601,8247,3,29,9,85,79,68,664,0,0
1602,8215,3,7,9,86,0,70,777,0,0
1603,8188,3,13,9,79,0,71,621,0,0
1604,8205,3,5,9,78,0,73,771,0,0
1605,8236,3,5,9,81,81,67,520,0,0
1606,8211,3,30,9,83,0,76,757,0,0
1607,8226,3,6,9,88,0,79,762,0,0
1608,8193,3,20,9,83,96,68,621,0,0
1609,8240,3,31,9,78,98,68,852,0,0
1610,8247,3,25,9,81,0,80,726,0,0
1611,8207,3,21,9,86,0,76,481,0,0
1612,8193,3,20,9,83,0,73,578,0,0
1613,8210,3,13,9,80,0,67,396,0,0
1614,8203,3,31,9,85,69,76,653,0,0
1615,8237,3,28,15,82,43,75,541,0,0
1616,8201,3,3,9,83,0,72,779,0,0
1617,8230,3,5,9,76,63,70,832,0,0
1618,8218,3,33,9,80,0,76,866,0,0
1619,8241,3,5,9,80,0,71,516,0,0
1620,8206,3,5,9,82,0,78,392,0,0
1621,8189,3,32,15,80,0,74,675,0,0
1622,8198,3,10,9,79,0,78,572,0,0
1623,8224,3,24,15,82,0,76,565,0,0
1624,8227,3,9,9,83,74,77,783,0,0
1625,8221,3,28,9,83,0,73,824,0,0
1626,8191,3,26,15,82,0,71,371,0,0
1627,8234,3,23,15,78,47,79,679,0,0
1628,8194,3,11,9,83,0,66,818,0,0
1629,8222,3,20,9,83,0,77,583,0,0
1630,8194,3,15,9,79,0,75,535,0,0
1631,8220,3,16,9,79,0,76,485,0,0
1632,8219,3,18,9,84,0,69,874,0,0
1633,8190,3,32,15,82,0,67,489,0,0
1634,8194,3,21,9,83,0,66,562,0,0
1635,8208,3,33,9,84,0,70,713,0,0
1636,8228,3,5,9,81,0,78,880,0,0
1637,8237,3,33,15,87,0,77,625,0,0
1638,8247,3,15,9,82,0,73,695,0,0
1639,8238,3,11,9,80,100,69,662,0,0
1640,8246,3,7,9,85,0,72,738,0,0
1641,8204,3,27,15,86,83,79,599,0,0
1642,8236,3,9,9,78,0,73,671,0,0
1643,8200,3,25,15,80,0,75,686,0,0
1644,8246,3,5,9,84,0,66,380,0,0
1645,8234,3,31,15,82,61,76,610,0,0
1646,8219,3,1,9,82,0,76,532,0,0
1647,8212,3,6,9,82,0,79,463,0,0
1648,8224,3,1,9,88,0,77,592,0,0
1649,8222,3,14,9,86,0,72,785,0,0
1650,8226,3,23,9,84,0,67,823,0,0
1651,8228,3,6,9,81,0,80,751,0,0
1652,8228,3,24,15,80,0,76,544,0,0
1653,8205,3,10,9,82,0,74,771,0,0
1654,8231,3,7,9,79,0,78,566,0,0
1655,8222,3,12,9,81,0,76,381,0,0
1656,8199,3,19,15,78,0,76,395,0,0
1657,8224,3,4,9,82,0,67,867,0,0
1658,8236,3,17,15,81,82,79,663,0,0
1659,8216,3,22,9,77,86,68,844,0,0
1660,8246,3,29,9,81,0,79,626,0,0
1661,8239,3,12,9,84,0,70,638,0,0
1662,8205,3,32,15,81,0,67,537,0,0
1663,8224,3,20,9,82,85,76,870,0,0
1664,8206,3,14,9,79,0,74,903,0,0
1665,8198,3,10,9,82,0,65,522,0,0
1666,8207,3,22,9,86,51,69,639,0,0
1667,8220,3,21,9,80,0,75,650,0,0
1668,8243,3,9,9,80,0,70,682,0,0
1669,8227,3,5,9,78,0,74,481,0,0
1670,8223,3,26,9,86,0,74,548,0,0
1671,8223,3,22,9,82,78,74,613,0,0
1672,8240,3,8,9,84,68,80,579,0,0
1673,8243,3,15,9,79,0,71,712,0,0
1674,8234,3,31,15,84,97,76,437,0,0
1675,8241,3,24,15,80,42,72,533,0,0
1676,8193,3,32,15,84,0,71,344,0,0
1677,8216,3,23,9,80,0,74,684,0,0
1678,8189,3,23,15,84,61,78,535,0,0
1679,8192,3,23,15,85,0,71,604,0,0
1680,8244,3,19,15,79,0,72,534,0,0
1681,8208,3,32,15,81,0,69,471,0,0
1682,8239,3,14,9,88,0,71,372,0,0
1683,8233,3,32,15,82,73,78,606,0,0
1684,8215,3,22,9,79,49,73,583,0,0
1685,8198,3,22,9,80,66,73,795,0,0
1686,8245,3,17,9,77,56,67,861,0,0
1687,8243,3,1,9,82,62,73,619,0,0
1688,8207,3,28,9,81,0,80,755,0,0
1689,8245,3,5,9,85,0,78,567,0,0
1690,8225,3,20,9,79,0,73,878,0,0
1691,8232,3,8,9,84,47,71,506,0,0
1692,8196,3,4,9,84,0,75,945,0,0
1693,8225,3,13,9,83,0,66,536,0,0
1694,8211,3,1,9,82,0,77,584,0,0
1695,8204,3,12,9,78,0,72,730,0,0
1696,8207,3,21,9,87,0,72,924,0,0
1697,8188,3,24,15,82,0,70,638,0,0
1698,8219,3,4,9,81,0,68,576,0,0
1699,8190,3,26,15,86,0,71,381,0,0
1700,8166,3,3,12,84,0,78,525,0,0
1701,8175,3,8,12,83,0,73,611,0,0
1702,8165,3,19,12,80,0,71,855,0,0
1703,8177,3,6,12,84,0,75,850,0,0
1704,8181,3,16,12,81,49,65,792,0,0
1705,8174,3,23,18,81,53,71,790,0,0
1706,8166,3,6,12,77,0,71,602,0,0
1707,8162,3,29,12,81,0,71,514,0,0
1708,8169,3,24,12,84,0,72,761,0,0
1709,8168,3,18,12,80,0,77,768,0,0
1710,8170,3,12,12,86,0,70,688,0,0
1711,8157,3,33,12,82,0,76,902,0,0
1712,8172,3,32,12,80,0,80,770,0,0
1713,8169,3,30,12,84,0,77,785,0,0
1714,8187,3,31,18,75,100,65,564,0,0
1715,8158,3,9,12,82,81,78,617,0,0
1716,8160,3,27,18,82,61,80,540,0,0
1717,8178,3,25,12,80,0,78,798,0,0
1718,8187,3,33,18,86,0,78,603,0,0
1719,8159,3,30,12,87,0,65,712,0,0
1720,8175,3,5,18,85,67,76,683,0,0
1721,8172,3,17,18,78,0,69,454,0,0
1722,8161,3,30,12,79,0,78,666,0,0
1723,8172,3,9,12,84,0,67,811,0,0
1724,8160,3,31,18,79,77,65,456,0,0
1725,8174,3,16,12,83,0,76,527,0,0
1726,8172,3,25,12,82,0,76,816,0,0
1727,8173,3,9,12,81,79,73,535,0,0
1728,8159,3,14,12,81,0,79,353,0,0
1729,8186,3,13,12,79,0,69,836,0,0
1730,8161,3,1,12,85,94,74,556,0,0
1731,8165,3,30,12,86,0,67,889,0,0
1732,8180,3,9,12,81,92,72,697,0,0
1733,8157,3,17,18,79,60,75,408,0,0
1734,8160,3,25,18,78,0,79,679,0,0
1735,8185,3,22,12,84,50,72,812,0,0
1736,8159,3,26,12,77,0,77,685,0,0
1737,8180,3,17,12,84,0,80,657,0,0
1738,8172,3,4,12,87,0,75,360,0,0
1739,8158,3,7,12,85,59,77,498,0,0
1740,8159,3,30,12,85,0,65,765,0,0
1741,8160,3,4,12,80,0,80,389,0,0
1742,8162,3,32,12,81,0,73,777,0,0
1743,8175,3,21,12,86,0,78,692,0,0
1744,8169,3,9,12,82,0,71,834,0,0
1745,8174,3,2,12,83,0,68,751,0,0
1746,8165,3,4,12,81,0,68,669,0,0
1747,8164,3,7,12,80,0,73,431,0,0
1748,8170,3,33,18,79,0,69,670,0,0
1749,8162,3,2,12,83,0,68,566,0,0
1750,8188,3,1,9,81,0,80,590,0,0
1751,8574,3,32,15,80,0,76,636,0,0
1752,8567,3,9,9,80,0,78,889,0,0
1753,8571,3,36,15,84,0,75,719,0,0
1754,8573,3,14,9,80,0,69,609,0,0
1755,8572,3,28,9,84,0,74,638,0,0
1756,8554,3,8,9,85,0,71,641,0,0
1757,8576,3,8,9,84,0,68,592,0,0
1758,8563,3,11,9,77,78,70,746,0,0
1759,8574,3,13,15,81,0,75,409,0,0
1760,8581,3,11,9,81,0,75,686,0,0
1761,8581,3,9,9,80,0,80,738,0,0
1762,8575,3,1,9,82,0,71,652,0,0
1763,8555,3,1,9,77,0,80,572,0,0
1764,8562,3,16,9,82,0,76,836,0,0
1765,8581,3,35,9,81,0,76,731,0,0
1766,8557,3,31,9,83,55,66,726,0,0
1767,8566,3,22,9,80,75,68,680,0,0
1768,8567,3,13,9,82,0,75,769,0,0
1769,8578,3,28,15,82,58,77,603,0,0
1770,8560,3,14,9,80,0,66,450,0,0
1771,8565,3,26,9,82,0,77,660,0,0
1772,8562,3,3,9,77,0,71,608,0,0
1773,8556,3,9,9,81,0,70,676,0,0
1774,8562,3,4,9,81,96,76,582,0,0
1775,8575,3,32,15,82,0,80,563,0,0
1776,8568,3,25,9,77,0,78,675,0,0
1777,8565,3,8,9,80,0,75,511,0,0
1778,8580,3,24,15,88,0,66,563,0,0
1779,8579,3,29,9,81,0,74,925,0,0
1780,8565,3,5,15,82,74,75,538,0,0
1781,8571,3,2,9,81,0,68,686,0,0
1782,8558,3,19,9,83,0,66,617,0,0
1783,8560,3,15,9,82,0,69,736,0,0
1784,8558,3,22,9,79,62,67,632,0,0
1785,8567,3,18,9,83,0,66,648,0,0
1786,8577,3,16,9,86,0,68,508,0,0
1787,8568,3,21,9,77,0,67,651,0,0
1788,8566,3,2,9,85,74,66,651,0,0
1789,8561,3,25,15,85,0,65,466,0,0
1790,8563,3,20,9,82,0,71,516,0,0
1791,8560,3,19,15,77,52,69,631,0,0
1792,8555,3,32,9,83,0,72,798,0,0
1793,8571,3,21,9,80,79,79,887,0,0
1794,8565,3,9,9,86,0,77,738,0,0
1795,8564,3,13,9,83,0,69,611,0,0
1796,8582,3,29,9,83,67,79,836,0,0
1797,8554,3,21,9,84,0,75,820,0,0
1798,8556,3,5,9,83,0,72,651,0,0
1799,8559,3,2,9,84,0,70,842,0,0
1800,8560,3,5,9,87,0,65,822,0,0
1801,8574,3,26,9,83,0,80,835,0,0
1802,8569,3,26,15,86,54,66,410,0,0
1803,8562,3,13,9,86,0,73,821,0,0
1804,8556,3,17,9,85,0,71,470,0,0
1805,8571,3,16,9,79,0,68,920,0,0
1806,8567,3,31,9,81,57,71,826,0,0
1807,8560,3,28,15,81,48,73,682,0,0
1808,8572,3,27,9,80,64,68,816,0,0
1809,8574,3,35,9,82,0,73,732,0,0
1810,8561,3,7,9,82,0,66,660,0,0
1811,8581,3,16,9,81,0,73,720,0,0
1812,8568,3,11,9,82,0,70,833,0,0
1813,8556,3,34,15,82,0,67,430,0,0
1814,8578,3,34,15,86,0,77,533,0,0
1815,8570,3,25,15,84,0,69,438,0,0
1816,8581,3,22,15,82,67,69,561,0,0
1817,8567,3,35,15,83,0,77,441,0,0
1818,8578,3,30,9,82,0,65,914,0,0
1819,8568,3,34,9,82,0,65,754,0,0
1820,8562,3,9,9,82,0,76,585,0,0
1821,8561,3,36,9,78,0,74,923,0,0
1822,8575,3,16,9,85,0,69,803,0,0
1823,8561,3,2,9,83,0,74,888,0,0
1824,8564,3,25,15,86,41,67,618,0,0
1825,8559,3,22,15,82,78,71,438,0,0
1826,8576,3,12,9,84,0,80,576,0,0
1827,8565,3,24,15,86,0,69,488,0,0
1828,8572,3,34,15,81,0,73,451,0,0
1829,8553,3,9,9,81,48,76,556,0,0
1830,8568,3,27,9,81,45,78,638,0,0
1831,8553,3,29,15,79,0,74,440,0,0
1832,8569,3,35,9,80,0,79,654,0,0
1833,8555,3,4,9,84,0,66,444,0,0
1834,8565,3,32,15,78,98,78,535,0,0
1835,8578,3,4,9,84,0,73,835,0,0
1836,8570,3,1,9,82,0,70,594,0,0
1837,8575,3,21,9,85,0,80,622,0,0
1838,8570,3,35,15,80,79,74,720,0,0
1839,8568,3,18,9,85,0,66,837,0,0
1840,8555,3,33,9,83,0,67,936,0,0
1841,8553,3,15,9,81,84,66,656,0,0
1842,8561,3,6,9,82,0,76,745,0,0
1843,8575,3,25,9,89,0,74,562,0,0
1844,8558,3,2,9,78,74,76,616,0,0
1845,8576,3,22,15,84,76,69,562,0,0
1846,8564,3,15,9,77,0,65,634,0,0
1847,8576,3,11,9,80,0,80,566,0,0
1848,8560,3,35,9,84,0,74,811,0,0
1849,8574,3,36,15,79,0,75,492,0,0
1850,8566,3,10,9,77,0,67,907,0,0
1851,8553,3,15,9,85,0,72,745,0,0
1852,8579,3,19,9,80,0,72,721,0,0
1853,8565,3,12,9,82,0,74,797,0,0
1854,8555,3,2,9,84,77,72,649,0,0
1855,8553,3,9,9,82,0,67,513,0,0
1856,8571,3,22,9,86,56,71,777,0,0
1857,8576,3,23,9,82,99,68,849,0,0
1858,8577,3,31,9,86,59,73,714,0,0
1859,8579,3,26,9,83,0,70,754,0,0
1860,8553,3,29,9,80,0,71,505,0,0
1861,8571,3,24,15,84,88,72,401,0,0
1862,8553,3,11,9,84,0,77,427,0,0
1863,8574,3,30,15,83,100,66,680,0,0
1864,8554,3,27,9,86,48,68,666,0,0
1865,8558,3,24,9,78,0,68,965,0,0
1866,8563,3,36,15,82,93,72,908,0,0
1867,8566,3,27,9,87,49,67,706,0,0
1868,8555,3,27,15,79,78,73,566,0,0
1869,8560,3,19,9,79,0,72,744,0,0
1870,8572,3,32,9,82,0,76,761,0,0
1871,8573,3,3,9,85,0,68,525,0,0
1872,8568,3,25,9,78,0,67,535,0,0
1873,8577,3,19,9,83,0,67,662,0,0
1874,8558,3,29,15,79,0,69,453,0,0
1875,8563,3,23,9,80,0,79,668,0,0
1876,8558,3,16,15,84,74,79,526,0,0
1877,8560,3,16,9,80,0,77,789,0,0
1878,8565,3,36,9,82,0,66,778,0,0
1879,8553,3,8,9,84,64,76,744,0,0
1880,8567,3,4,9,86,0,74,410,0,0
1881,8567,3,2,9,84,0,67,650,0,0
1882,8556,3,6,9,84,0,77,595,0,0
1883,8573,3,36,15,83,0,73,619,0,0
1884,8574,3,18,9,81,0,73,658,0,0
1885,8562,3,1,9,82,0,70,537,0,0
1886,8570,3,28,9,83,0,70,908,0,0
1887,8582,3,24,9,85,0,74,732,0,0
1888,8580,3,13,15,85,49,69,510,0,0
1889,8572,3,18,9,81,0,70,695,0,0
1890,8582,3,16,15,81,0,69,419,0,0
1891,8568,3,24,15,86,0,66,423,0,0
1892,8575,3,27,9,83,94,73,730,0,0
1893,8560,3,25,9,84,0,73,658,0,0
1894,8560,3,2,9,84,0,71,828,0,0
1895,8569,3,4,9,84,0,78,661,0,0
1896,8573,3,10,9,78,48,67,744,0,0
1897,8558,3,11,9,81,89,76,743,0,0
1898,8569,3,28,15,78,0,66,512,0,0
1899,8555,3,5,9,82,0,77,469,0,0
1900,8555,3,31,15,80,99,80,422,0,0
1901,8575,3,28,15,81,0,70,603,0,0
1902,8556,3,24,15,82,0,69,426,0,0
1903,8580,3,34,9,83,0,69,846,0,0
1904,8579,3,12,9,80,0,80,511,0,0
1905,8553,3,8,9,84,83,67,612,0,0
1906,8566,3,28,9,79,0,74,624,0,0
1907,8570,3,24,15,77,0,79,404,0,0
1908,8579,3,33,15,79,0,70,615,0,0
1909,8563,3,17,9,83,0,75,725,0,0
1910,8580,3,35,9,83,0,66,716,0,0
1911,8563,3,33,9,79,0,70,758,0,0
1912,8567,3,34,15,79,0,68,429,0,0
1913,8557,3,7,9,80,0,74,508,0,0
1914,8575,3,29,9,79,0,74,734,0,0
1915,8559,3,17,9,82,80,68,802,0,0
1916,8582,3,26,9,79,0,78,789,0,0
1917,8554,3,16,9,77,0,72,651,0,0
1918,8581,3,11,9,85,0,71,334,0,0
1919,8579,3,11,9,80,0,76,531,0,0
1920,8579,3,29,9,81,0,77,734,0,0
1921,8582,3,4,9,78,0,71,671,0,0
1922,8556,3,16,9,82,0,77,934,0,0
1923,8571,3,31,9,81,100,67,699,0,0
1924,8562,3,30,9,80,0,74,738,0,0
1925,8563,3,5,9,80,79,80,733,0,0
1926,8556,3,10,9,85,0,73,651,0,0
1927,8571,3,22,9,81,74,79,606,0,0
1928,8575,3,34,15,80,77,78,646,0,0
1929,8560,3,18,9,79,0,75,530,0,0
1930,8577,3,21,9,80,0,72,613,0,0
1931,8575,3,10,9,81,0,74,822,0,0
1932,8554,3,18,9,83,85,67,723,0,0
1933,8581,3,3,9,80,0,65,515,0,0
1934,8563,3,25,9,87,0,67,625,0,0
1935,8561,3,26,15,83,96,75,438,0,0
1936,8555,3,35,9,75,0,72,660,0,0
1937,8580,3,7,9,82,54,73,497,0,0
1938,8573,3,9,9,82,49,76,573,0,0
1939,8569,3,7,9,76,0,68,908,0,0
1940,8554,3,16,9,84,0,67,572,0,0
1941,8563,3,26,9,84,99,70,889,0,0
1942,8557,3,30,15,86,0,79,619,0,0
1943,8556,3,1,9,91,0,78,707,0,0
1944,8559,3,10,9,80,0,76,479,0,0
1945,8562,3,20,9,80,0,66,942,0,0
1946,8557,3,8,9,85,0,75,473,0,0
1947,8573,3,26,9,83,0,75,732,0,0
1948,8572,3,36,15,81,0,69,642,0,0
1949,8559,3,5,9,85,0,74,584,0,0
1950,8561,3,34,15,79,0,70,556,0,0
1951,8579,3,29,9,82,0,75,798,0,0
1952,8564,3,19,9,83,90,74,870,0,0
1953,8567,3,33,9,85,0,78,805,0,0
1954,8565,3,3,9,82,0,76,482,0,0
1955,8556,3,6,9,79,0,76,571,0,0
1956,8577,3,26,9,82,0,71,596,0,0
1957,8572,3,23,15,81,0,71,635,0,0
1958,8582,3,36,9,78,0,69,840,0,0
1959,8572,3,7,9,85,0,74,873,0,0
1960,8554,3,21,9,79,0,80,637,0,0
1961,8569,3,17,9,83,0,80,641,0,0
1962,8568,3,28,15,86,48,66,630,0,0
1963,8582,3,3,9,83,72,68,527,0,0
1964,8558,3,34,15,83,86,69,404,0,0
1965,8566,3,10,9,83,77,75,545,0,0
1966,8567,3,22,9,86,56,66,943,0,0
1967,8553,3,36,9,79,0,66,883,0,0
1968,8555,3,22,15,83,54,70,583,0,0
1969,8563,3,13,9,79,0,65,583,0,0
1970,8573,3,24,15,80,52,70,642,0,0
1971,8570,3,12,9,79,0,66,594,0,0
1972,8577,3,29,15,78,0,74,450,0,0
1973,8557,3,30,9,86,0,80,722,0,0
1974,8555,3,18,9,83,0,79,894,0,0
1975,8570,3,31,9,89,59,69,762,0,0
1976,8563,3,7,9,86,0,73,866,0,0
1977,8576,3,25,9,86,0,76,514,0,0
1978,8568,3,2,9,85,89,79,926,0,0
1979,8580,3,9,9,79,0,73,710,0,0
1980,8561,3,8,9,87,65,77,555,0,0
1981,8567,3,16,9,83,0,77,670,0,0
1982,8563,3,11,9,78,0,76,537,0,0
1983,8562,3,4,9,78,0,74,603,0,0
1984,8553,3,21,9,82,82,65,308,0,0
1985,8566,3,28,15,85,90,77,396,0,0
1986,8563,3,19,9,82,65,77,637,0,0
1987,8567,3,8,9,85,0,80,330,0,0
1988,8581,3,19,9,81,81,78,675,0,0
1989,8581,3,4,9,81,0,67,361,0,0
1990,8570,3,27,15,85,77,69,523,0,0
1991,8558,3,5,9,82,0,72,718,0,0
1992,8565,3,16,9,79,96,71,858,0,0
1993,8553,3,5,15,81,49,74,581,0,0
1994,8566,3,11,9,84,0,79,381,0,0
1995,8563,3,25,9,83,82,67,668,0,0
1996,8553,3,23,15,80,0,77,490,0,0
1997,8578,3,9,9,78,0,67,533,0,0
1998,8571,3,24,9,79,0,68,718,0,0
1999,8573,3,22,9,88,77,70,685,0,0
2000,8568,3,21,9,87,0,73,879,0,0
2001,8578,3,6,9,85,0,65,449,0,0
2002,8566,3,24,9,85,0,70,650,0,0
2003,8559,3,35,9,78,0,69,854,0,0
2004,8561,3,8,9,81,0,72,537,0,0
2005,8575,3,3,9,80,0,72,407,0,0
2006,8557,3,35,9,84,0,72,778,0,0
2007,8577,3,18,9,89,0,68,885,0,0
2008,8555,3,27,15,82,75,79,529,0,0
2009,8557,3,28,9,81,0,76,662,0,0
2010,8567,3,24,9,76,0,71,659,0,0
2011,8564,3,10,9,83,46,78,697,0,0
2012,8571,3,5,9,78,77,65,712,0,0
2013,8567,3,2,9,82,0,74,453,0,0
2014,8568,3,1,9,87,0,77,362,0,0
2015,8554,3,1,9,86,73,69,572,0,0
2016,8574,3,21,9,81,0,76,765,0,0
2017,8554,3,8,9,78,0,77,807,0,0
2018,8558,3,21,9,80,64,79,617,0,0
2019,8578,3,11,9,81,0,78,471,0,0
